frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
145,6.000000,-0.228241,0.339767,3.880299,1.000000,0.000000,0.000000,0.000000,0.124528,shared_fullimg_cam,553.616,488.594,47.131,3.886098,0.746211,L1
146,6.041667,-0.194139,0.455933,3.887242,1.000000,0.000000,0.000000,0.000000,0.121209,shared_fullimg_cam,566.654,532.252,45.793,3.891149,0.838639,L1
147,6.083333,-0.181607,0.606820,3.891694,1.000000,0.000000,0.000000,0.000000,0.118669,shared_fullimg_cam,571.467,588.995,44.782,3.896225,0.809662,L1
148,6.125000,-0.156976,0.713033,3.893928,1.000000,0.000000,0.000000,0.000000,0.119636,shared_fullimg_cam,580.796,628.922,45.121,3.898161,0.871365,L1
149,6.166667,-0.164455,0.619647,3.894338,1.000000,0.000000,0.000000,0.000000,0.120601,shared_fullimg_cam,577.982,593.677,45.480,3.898427,0.834669,L1
150,6.208333,-0.157667,0.520536,3.893444,1.000000,0.000000,0.000000,0.000000,0.119891,shared_fullimg_cam,580.528,556.346,45.223,3.889828,0.749028,L1
151,6.250000,-0.155646,0.434453,3.891883,1.000000,0.000000,0.000000,0.000000,0.122019,shared_fullimg_cam,581.267,523.941,46.044,3.884422,0.891454,L1
152,6.291667,-0.153902,0.342830,3.890209,1.000000,0.000000,0.000000,0.000000,0.122335,shared_fullimg_cam,581.900,489.423,46.183,3.882095,0.785329,L1
153,6.333333,-0.146906,0.280557,3.888738,1.000000,0.000000,0.000000,0.000000,0.122845,shared_fullimg_cam,584.520,465.954,46.393,3.883078,0.784448,L1
154,6.375000,-0.139117,0.258797,3.887587,1.000000,0.000000,0.000000,0.000000,0.122607,shared_fullimg_cam,587.446,457.765,46.317,3.884300,0.736712,L1
155,6.416667,-0.136509,0.254992,3.886735,1.000000,0.000000,0.000000,0.000000,0.124173,shared_fullimg_cam,588.420,456.349,46.919,3.886252,0.725763,L1
156,6.458333,-0.131273,0.264190,3.886087,1.000000,0.000000,0.000000,0.000000,0.124669,shared_fullimg_cam,590.390,459.841,47.114,3.886456,0.738325,L1
157,6.500000,-0.125659,0.318451,3.885540,1.000000,0.000000,0.000000,0.000000,0.130424,shared_fullimg_cam,592.505,480.364,49.296,3.884421,0.766913,L1
158,6.541667,-0.139985,0.434467,3.884996,1.000000,0.000000,0.000000,0.000000,0.128086,shared_fullimg_cam,587.083,524.237,48.419,3.884875,0.857594,L1
159,6.583333,-0.165894,0.585542,3.884335,1.000000,0.000000,0.000000,0.000000,0.146978,shared_fullimg_cam,577.278,581.384,55.570,3.887733,0.772881,L1
160,6.625000,-0.186349,0.711467,3.883430,1.000000,0.000000,0.000000,0.000000,0.124724,shared_fullimg_cam,569.528,629.057,47.167,3.885677,0.900215,L1
161,6.666667,-0.216903,0.631825,3.882237,1.000000,0.000000,0.000000,0.000000,0.119753,shared_fullimg_cam,557.948,599.012,45.301,3.882945,0.903815,L1
