frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,u_proj,v_proj,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,support_v_obs,depth_prior_m,contact_depth_offset_m,contact_frame,audio_contact_frame,source,se3_schema,object_pixel_len,z_from_geometry_len_m,generic_geometry_pose_prior,geometry_pose_prior_source,u_contact_lock,v_contact_lock,contact_lock_pixel_len,contact_lock_angle_rad,blend_visible_weight,visible_len_px,contact_len_px,angle_gap_deg,center_gap_px,mean_palm_to_visible_line_px,left_local_s_source,right_local_s_source,left_local_s_used,right_local_s_used,blend_reason,depth_anchor_source,depth_anchor_z,depth_anchor_sides,depth_anchor_mean_dist_px,line_contact_se3_refined,line_contact_se3_cost,line_contact_se3_overlay_err_px,line_contact_se3_max_gap_m,line_contact_se3_anchor_count,line_contact_se3_local_s_adjustments,z_from_pixel_len_m,line_contact_pose_prior,line_contact_se3_reason
185,7.666667,-0.139675,-0.912196,4.586074,0.560731,-0.383279,-0.366593,-0.635837,0.120000,gvhmr_incam,627.222,215.091,606.748,187.420,397.595,397.595,627.222,215.091,397.595,1.086324,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,,,,,606.748,187.420,507.644,1.355860391,1.000000,118.489435,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.072915,left+right,22.384500,1,1.999463,16.802431,0.127680,2.000000,left:0.5034->0.8534|right:0.4730->0.7613,23.053573,1,
186,7.708333,-0.204044,-0.751223,4.459006,0.646630,-0.339237,-0.123680,-0.671931,0.120000,gvhmr_incam,625.322,224.350,588.359,203.308,399.415,399.415,625.322,224.350,399.415,1.085977,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,,,,,588.359,203.308,513.130,1.145613131,1.000000,330.000164,-1.000000,-1.000000,-1.000000,-1.000000,,,,,visible_line_fallback_no_contact_solution,palm_3d_contact,4.028438,left+right,11.967000,1,6.449471,65.678379,0.197709,2.000000,left:0.5034->0.8534|right:0.4730->0.7511,8.277586,1,overlay_first_fallback_after_contact_refine_error
187,7.750000,-0.264946,-0.589124,4.299916,0.900661,-0.222665,0.145191,0.343727,0.120000,gvhmr_incam,626.519,229.584,572.251,195.349,429.404,429.404,626.519,229.584,429.404,1.086002,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,429.438,6.360889,1,line_correspondence_schema,572.251,195.349,447.438,0.948371785,1.000000,429.437579,435.583475,9.637182,3.064513,11.437000,observed_due_to_anchor_drift,stable_pose_anchor,0.704317,0.390635,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.996958,left+right,11.437000,1,1.349531,8.422441,0.078712,2.000000,left:0.7043->0.7298|right:0.3906->0.5138,6.360889,1,
188,7.791667,-0.322550,-0.427003,4.141366,0.919902,-0.081397,0.231910,0.305569,0.120000,gvhmr_incam,626.410,234.153,557.111,240.775,424.710,424.710,626.410,234.153,424.710,1.085831,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,521.439,5.238587,1,line_correspondence_schema,557.111,240.775,527.898,0.715778384,1.000000,521.439208,523.653247,5.271827,3.791725,7.871000,observed_due_to_anchor_drift,stable_pose_anchor,0.743544,0.416373,visible_line_primary_contact_depth_anchor,palm_3d_contact,3.990161,left+right,7.871000,1,4.833028,0.900457,0.169031,2.000000,left:0.7435->0.7435|right:0.4164->0.4164,5.238587,1,
189,7.833333,-0.364377,-0.264904,4.164577,0.949131,-0.037778,0.224102,0.217948,0.120000,gvhmr_incam,628.055,236.746,541.109,286.661,402.095,402.095,628.055,236.746,402.095,1.085546,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,555.389,4.918365,1,line_correspondence_schema,541.109,286.661,537.389,0.459417743,1.000000,555.388800,555.679343,1.855997,9.684412,11.601000,observed_due_to_anchor_drift,stable_pose_anchor,0.779450,0.433547,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.009403,left+right,11.601000,1,1.910845,14.865803,0.114641,2.000000,left:0.7794->0.7902|right:0.4335->0.5057,4.918365,1,
190,7.875000,-0.364549,-0.103893,4.190183,0.971298,-0.016984,0.200006,0.127633,0.120000,gvhmr_incam,625.867,237.759,537.416,329.387,397.175,397.175,625.867,237.759,397.175,1.084940,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,562.100,4.859644,1,line_correspondence_schema,537.416,329.387,544.100,0.211615075,1.000000,562.099782,562.355466,1.731214,13.839760,11.748500,observed_due_to_anchor_drift,stable_pose_anchor,0.799121,0.447046,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.053303,left+right,11.748500,1,2.259453,18.662845,0.134167,2.000000,left:0.7991->0.8053|right:0.4470->0.5118,4.859644,1,
191,7.916667,-0.350573,0.017047,4.215777,0.984322,-0.006431,0.172466,0.036403,0.120000,gvhmr_incam,626.481,237.868,547.780,361.959,389.819,389.819,626.481,237.868,389.819,1.083960,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,556.523,4.908342,1,line_correspondence_schema,547.780,361.959,548.830,0.055919023,1.000000,556.522879,557.089106,2.585226,12.664996,9.625500,stable_pose_anchor,stable_pose_anchor,0.797481,0.444444,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.114510,left+right,9.625500,1,2.481226,22.333645,0.142973,2.000000,left:0.7975->0.8028|right:0.4444->0.5082,4.908342,1,
192,7.958333,-0.309215,0.059592,4.239097,0.991656,-0.003439,0.128842,-0.002452,0.120000,gvhmr_incam,628.222,237.871,549.739,374.606,387.512,387.512,628.222,237.871,387.512,1.082850,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,554.996,4.921848,1,line_correspondence_schema,549.739,374.606,552.492,-0.007992939,1.000000,554.995728,555.165197,1.419973,8.251855,6.640000,stable_pose_anchor,stable_pose_anchor,0.791558,0.442773,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.151824,left+right,6.640000,1,2.486323,24.670307,0.142046,2.000000,left:0.7916->0.7966|right:0.4428->0.5046,4.921848,1,
193,8.000000,-0.266737,0.061939,4.219002,0.997923,-0.002044,0.064022,-0.006821,0.120000,gvhmr_incam,548.695,389.204,552.366,378.671,394.650,394.650,548.695,389.204,394.650,1.082289,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,554.038,4.930352,1,line_correspondence_schema,552.366,378.671,554.877,-0.020057715,1.000000,554.038444,554.047704,0.300056,4.684924,5.027000,stable_pose_anchor,stable_pose_anchor,0.790946,0.444838,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.162259,left+right,5.027000,1,2.585764,25.366028,0.148315,2.000000,left:0.7909->0.7957|right:0.4448->0.5059,4.930352,1,
194,8.041667,-0.224230,0.061932,4.196607,0.999975,-0.001108,-0.001652,-0.006856,0.120000,gvhmr_incam,551.294,389.406,554.774,384.297,395.567,395.567,551.294,389.406,395.567,1.081981,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,555.327,4.918912,1,line_correspondence_schema,554.774,384.297,556.444,-0.023094750,1.000000,555.327090,555.387526,0.846635,3.479680,4.469500,stable_pose_anchor,stable_pose_anchor,0.792476,0.448700,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.162568,left+right,4.469500,1,2.576413,64.655872,0.020524,2.000000,left:0.7925->0.7131|right:0.4487->0.4212,4.918911,1,overlay_first_fallback_after_contact_refine_error
195,8.083333,-0.181798,0.061064,4.174084,0.997717,-0.000390,-0.067313,-0.005452,0.120000,gvhmr_incam,551.865,388.326,556.464,386.525,395.113,395.113,551.865,388.326,395.113,1.082141,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,556.457,4.908921,1,line_correspondence_schema,556.464,386.525,557.520,-0.023923258,1.000000,556.457229,556.514965,0.840302,3.838143,4.851000,stable_pose_anchor,stable_pose_anchor,0.795221,0.452979,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.156503,left+right,4.851000,1,2.545036,66.087639,0.031787,2.000000,left:0.7952->0.7045|right:0.4530->0.4135,4.908921,1,overlay_first_fallback_after_contact_refine_error
196,8.125000,-0.140705,0.059737,4.151777,0.991228,0.000172,-0.132114,-0.003538,0.120000,gvhmr_incam,551.574,386.047,557.313,386.713,393.410,393.410,551.574,386.047,393.410,1.082223,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,557.058,4.903627,1,line_correspondence_schema,557.313,386.713,558.320,-0.020056705,1.000000,557.058041,557.081663,0.540848,5.170339,5.851000,stable_pose_anchor,stable_pose_anchor,0.799748,0.459262,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.146333,left+right,5.851000,1,2.532622,63.267622,0.052568,2.000000,left:0.7997->0.6977|right:0.4593->0.4083,4.903627,1,overlay_first_fallback_after_contact_refine_error
197,8.166667,-0.135826,0.058174,4.131435,0.982831,0.000624,-0.184501,-0.001425,0.120000,gvhmr_incam,550.848,384.670,557.476,385.724,389.049,389.049,550.848,384.670,389.049,1.082392,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,558.942,4.887098,1,line_correspondence_schema,557.476,385.724,558.973,-0.011357414,1.000000,558.942049,558.966197,0.544556,6.056769,6.760500,stable_pose_anchor,stable_pose_anchor,0.801679,0.463347,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.141347,left+right,6.760500,1,2.449380,47.628391,0.091341,2.000000,left:0.8017->0.6986|right:0.4633->0.4084,4.887098,1,overlay_first_fallback_after_contact_refine_error
198,8.208333,-0.133653,0.056458,4.124297,0.979310,0.000990,-0.202364,0.000785,0.120000,gvhmr_incam,550.664,382.832,557.200,384.157,384.218,384.218,550.664,382.832,384.218,1.082726,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,558.999,4.886600,1,line_correspondence_schema,557.200,384.157,559.523,0.000239714,1.000000,558.999016,559.048908,0.762306,5.715748,6.702500,stable_pose_anchor,stable_pose_anchor,0.801659,0.463615,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.135147,left+right,6.702500,1,2.425773,42.331266,0.102290,2.000000,left:0.8017->0.6991|right:0.4636->0.4085,4.886600,1,overlay_first_fallback_after_contact_refine_error
199,8.250000,-0.132035,0.053720,4.119529,0.977642,0.001103,-0.210255,0.002812,0.120000,gvhmr_incam,550.373,380.902,556.701,382.438,383.542,383.542,550.373,380.902,383.542,1.083026,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+sequence_se3_optimizer,1,560.011,4.877772,1,line_correspondence_schema,556.701,382.438,560.000,0.010476777,1.000000,560.010734,560.076549,0.873200,5.386524,6.514000,stable_pose_anchor,stable_pose_anchor,0.800714,0.463367,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.130076,left+right,6.514000,1,2.363183,40.007320,0.103712,2.000000,left:0.8007->0.6992|right:0.4634->0.4085,4.877772,1,overlay_first_fallback_after_contact_refine_error
200,8.291667,-0.130280,0.046378,4.113394,0.975769,0.000348,-0.218775,0.003463,0.120000,gvhmr_incam,549.958,379.569,556.134,380.854,384.113,384.113,549.958,379.569,384.113,1.083227,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,560.980,4.869343,1,line_correspondence_schema,556.134,380.854,560.401,0.019174760,1.000000,560.980125,561.076635,1.068055,4.955951,6.337000,stable_pose_anchor,stable_pose_anchor,0.800696,0.463398,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.126707,left+right,6.337000,1,2.321142,39.623152,0.102186,2.000000,left:0.8007->0.6997|right:0.4634->0.4086,4.869343,1,overlay_first_fallback_after_contact_refine_error
201,8.333333,-0.130038,0.045378,4.112564,0.975641,0.000205,-0.219347,0.003489,0.120000,gvhmr_incam,549.688,378.587,555.607,379.569,384.683,384.683,549.688,378.587,384.683,1.083353,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,560.296,4.875293,1,line_correspondence_schema,555.607,379.569,560.715,0.024962633,1.000000,560.295560,560.412905,1.180037,4.748526,6.282000,stable_pose_anchor,stable_pose_anchor,0.801765,0.463852,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.125425,left+right,6.282000,1,2.320960,38.834581,0.103850,2.000000,left:0.8018->0.7002|right:0.4639->0.4087,4.875293,1,overlay_first_fallback_after_contact_refine_error
202,8.375000,-0.130076,0.045456,4.112674,0.975656,0.000215,-0.219278,0.003464,0.120000,gvhmr_incam,549.519,378.029,555.190,378.644,385.057,385.057,549.519,378.029,385.057,1.083435,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.416,4.865567,1,line_correspondence_schema,555.190,378.644,560.960,0.028535323,1.000000,561.415555,561.563403,1.316403,4.724668,6.452500,stable_pose_anchor,stable_pose_anchor,0.802595,0.465326,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.124707,left+right,6.452500,1,2.283728,38.986842,0.101281,2.000000,left:0.8026->0.7017|right:0.4653->0.4101,4.865567,1,overlay_first_fallback_after_contact_refine_error
203,8.416667,-0.130094,0.045518,4.112734,0.975665,0.000223,-0.219238,0.003458,0.120000,gvhmr_incam,549.491,377.867,554.925,378.074,385.257,385.257,549.491,377.867,385.257,1.083426,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.323,4.866369,1,line_correspondence_schema,554.925,378.074,561.121,0.030320524,1.000000,561.323002,561.492464,1.404915,4.381270,6.219000,stable_pose_anchor,stable_pose_anchor,0.802071,0.464921,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.122365,left+right,6.219000,1,2.276663,38.102784,0.102726,2.000000,left:0.8021->0.7012|right:0.4649->0.4098,4.866369,1,overlay_first_fallback_after_contact_refine_error
204,8.458333,-0.130096,0.045525,4.112739,0.975666,0.000224,-0.219234,0.003458,0.120000,gvhmr_incam,549.416,377.855,554.823,377.810,385.374,385.374,549.416,377.855,385.374,1.083398,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.321,4.866388,1,line_correspondence_schema,554.823,377.810,561.205,0.030190534,1.000000,561.320794,561.493690,1.414487,4.311084,6.160000,stable_pose_anchor,stable_pose_anchor,0.801663,0.465086,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.123815,left+right,6.160000,1,2.258882,37.659404,0.102540,2.000000,left:0.8017->0.7012|right:0.4651->0.4101,4.866388,1,overlay_first_fallback_after_contact_refine_error
205,8.500000,-0.130095,0.045524,4.112738,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,549.437,378.002,554.884,377.786,385.143,385.143,549.437,378.002,385.143,1.083360,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.497,4.864862,1,line_correspondence_schema,554.884,377.786,561.224,0.029170817,1.000000,561.496882,561.662515,1.388332,4.290727,6.107500,stable_pose_anchor,stable_pose_anchor,0.801465,0.465551,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.125620,left+right,6.107500,1,2.242732,37.497803,0.101898,2.000000,left:0.8015->0.7014|right:0.4656->0.4106,4.864862,1,overlay_first_fallback_after_contact_refine_error
206,8.541667,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,549.353,378.277,555.096,377.933,384.995,384.995,549.353,378.277,384.995,1.083319,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.356,4.866083,1,line_correspondence_schema,555.096,377.933,561.189,0.027159011,1.000000,561.356019,561.508703,1.327586,4.335072,6.074500,stable_pose_anchor,stable_pose_anchor,0.801625,0.465827,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.123882,left+right,6.074500,1,2.254375,37.147397,0.103300,2.000000,left:0.8016->0.7013|right:0.4658->0.4108,4.866083,1,overlay_first_fallback_after_contact_refine_error
207,8.583333,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,549.408,378.703,555.434,378.186,384.967,384.967,549.408,378.703,384.967,1.083290,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.092,4.868370,1,line_correspondence_schema,555.434,378.186,561.125,0.025276611,1.000000,561.092233,561.235067,1.294012,4.332136,6.008000,stable_pose_anchor,stable_pose_anchor,0.800024,0.464429,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.123783,left+right,6.008000,1,2.253610,36.573561,0.104383,2.000000,left:0.8000->0.7000|right:0.4644->0.4098,4.868370,1,overlay_first_fallback_after_contact_refine_error
208,8.625000,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,549.718,378.946,555.851,378.490,384.712,384.712,549.718,378.946,384.712,1.083256,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,560.243,4.875749,1,line_correspondence_schema,555.851,378.490,561.064,0.022918842,1.000000,560.243134,560.367566,1.208380,4.460697,6.018500,stable_pose_anchor,stable_pose_anchor,0.799623,0.463916,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.122742,left+right,6.018500,1,2.276849,35.920097,0.106995,2.000000,left:0.7996->0.6991|right:0.4639->0.4092,4.875749,1,overlay_first_fallback_after_contact_refine_error
209,8.666667,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,550.177,379.132,556.304,378.803,384.395,384.395,550.177,379.132,384.395,1.083255,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.054,4.868698,1,line_correspondence_schema,556.304,378.803,561.036,0.020635825,1.000000,561.054455,561.156072,1.077812,4.674379,6.060500,stable_pose_anchor,stable_pose_anchor,0.798781,0.463756,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.121650,left+right,6.060500,1,2.256848,35.706694,0.106243,2.000000,left:0.7988->0.6989|right:0.4638->0.4093,4.868698,1,overlay_first_fallback_after_contact_refine_error
210,8.708333,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,550.443,379.372,556.764,379.095,384.252,384.252,550.443,379.372,384.252,1.083267,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.218,4.867282,1,line_correspondence_schema,556.764,379.095,561.026,0.017974387,1.000000,561.217656,561.292378,0.924057,4.868838,6.056500,stable_pose_anchor,stable_pose_anchor,0.798667,0.463873,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.120754,left+right,6.056500,1,2.257989,35.526518,0.106665,2.000000,left:0.7987->0.6989|right:0.4639->0.4095,4.867282,1,overlay_first_fallback_after_contact_refine_error
211,8.750000,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,550.780,379.720,557.210,379.348,384.183,384.183,550.780,379.720,384.183,1.083294,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.047,4.868762,1,line_correspondence_schema,557.210,379.348,561.020,0.015466341,1.000000,561.047102,561.097130,0.766573,5.115560,6.092500,stable_pose_anchor,stable_pose_anchor,0.797544,0.462808,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.120399,left+right,6.092500,1,2.255642,35.045879,0.107408,2.000000,left:0.7975->0.6979|right:0.4628->0.4087,4.868762,1,overlay_first_fallback_after_contact_refine_error
212,8.791667,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,550.925,379.873,557.611,379.547,383.699,383.699,550.925,379.873,383.699,1.083345,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.060,4.868649,1,line_correspondence_schema,557.611,379.547,561.017,0.012956194,1.000000,561.060090,561.095978,0.661783,5.276971,6.123500,stable_pose_anchor,stable_pose_anchor,0.797931,0.463266,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.119184,left+right,6.123500,1,2.262387,34.876624,0.108099,2.000000,left:0.7979->0.6982|right:0.4633->0.4090,4.868649,1,
213,8.833333,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,551.097,379.992,557.946,379.684,383.367,383.367,551.097,379.992,383.367,1.083352,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,560.996,4.869209,1,line_correspondence_schema,557.946,379.684,561.018,0.010271206,1.000000,560.995592,561.026945,0.604672,5.208285,5.974500,stable_pose_anchor,stable_pose_anchor,0.796675,0.462044,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.118280,left+right,5.974500,1,2.261974,34.511866,0.108812,2.000000,left:0.7967->0.6971|right:0.4620->0.4081,4.869209,1,
214,8.875000,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,551.026,379.925,558.186,379.754,382.819,382.819,551.026,379.925,382.819,1.083356,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,561.020,4.868998,1,line_correspondence_schema,558.186,379.754,561.026,0.007775203,1.000000,561.019958,561.048401,0.555707,4.954572,5.661000,stable_pose_anchor,stable_pose_anchor,0.797025,0.462547,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.117085,left+right,5.661000,1,2.273846,34.471972,0.109725,2.000000,left:0.7970->0.6973|right:0.4625->0.4085,4.868998,1,
215,8.916667,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,551.112,379.873,558.323,379.766,382.069,382.069,551.112,379.873,382.069,1.083338,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,560.985,4.869302,1,line_correspondence_schema,558.323,379.766,561.044,0.005925328,1.000000,560.984848,561.007016,0.503531,4.977044,5.620500,stable_pose_anchor,stable_pose_anchor,0.797637,0.463294,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.116654,left+right,5.620500,1,2.292671,34.628201,0.110573,2.000000,left:0.7976->0.6977|right:0.4633->0.4091,4.869302,1,
216,8.958333,-0.130095,0.045523,4.112737,0.975666,0.000224,-0.219236,0.003458,0.120000,gvhmr_incam,550.968,379.857,558.359,379.726,381.636,381.636,550.968,379.857,381.636,1.083310,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init+generic_geometry_pose_prior+line_contact_lock+line_contact_lock+generic_line_physical_smooth+sequence_se3_optimizer+static_tail_freeze+sequence_se3_optimizer,1,560.984,4.869308,1,line_correspondence_schema,558.359,379.726,561.076,0.003884254,1.000000,560.984232,560.997034,0.405789,4.863023,5.384000,stable_pose_anchor,stable_pose_anchor,0.797925,0.464057,visible_line_primary_contact_depth_anchor,palm_3d_contact,4.117552,left+right,5.384000,1,2.302998,34.739356,0.111076,2.000000,left:0.7979->0.6979|right:0.4641->0.4099,4.869308,1,
